base_pkg,adv_pkg,categories,typomind_cat
madge,made,['Character Removed'],{'1-step D-L dist': 1}
mafmt,mfmt,['Character Removed'],{'1-step D-L dist': 1}
magic-sdk,matic-sdk,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
mailchimp-api-v3,mailchimp-api-3,['Character Removed'],{'1-step D-L dist': 1}
mailcomposer,mailcomposer.js,['Suffix Added'],{'prefix/ suffix augmentation': 1}
mailgun-js,railgun-js,"['Bit Flips', 'Bit Flips']",{'1-step D-L dist': 1}
mailparser,mailparse,['Character Removed'],"{'1-step D-L dist': 1, 'grammatical substitution': True}"
mailparser,mailparser2,['Suffix Added'],"{'prefix/ suffix augmentation': 1, '1-step D-L dist': 1}"
majo,malo,['Ascii Homoglpyh'],"{'1-step D-L dist': 1, 'homographic replacement': 1}"
majo,mako,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
majo,maji,"['Close Letters on QWERTY Keyboard', 'Swap Vowel']","{'homophonic similarity': True, '1-step D-L dist': 1}"
majo,hajo,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
majo,mejo,"['Ascii Homoglpyh', 'Swap Vowel']","{'homophonic similarity': True, 'homographic replacement': 1, '1-step D-L dist': 1}"
majo,mano,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
majo,maju,['Swap Vowel'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
majo,maje,"['Ascii Homoglpyh', 'Swap Vowel']","{'homographic replacement': 1, '1-step D-L dist': 1, 'homophonic similarity': True}"
majo,maho,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
majo,mamo,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
make-array,makearray,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
make-dir,makedir,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
mali,bali,['Bit Flips'],{'1-step D-L dist': 1}
mali,malix,['Suffix Added'],{'1-step D-L dist': 1}
mali,malu,"['Close Letters on QWERTY Keyboard', 'Swap Vowel']","{'1-step D-L dist': 1, 'homophonic similarity': True}"
mali,kali,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
mali,mili,['Swap Vowel'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
mali,maji,['Ascii Homoglpyh'],"{'homographic replacement': 1, '1-step D-L dist': 1}"
mali,nali,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
mali,mala,['Swap Vowel'],"{'1-step D-L dist': 1, 'homophonic similarity': True}"
mali,mapi,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
mali,moli,"['Ascii Homoglpyh', 'Swap Vowel']","{'1-step D-L dist': 1, 'homographic replacement': 1, 'homophonic similarity': True}"
mali,male,['Swap Vowel'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
mali,meli,"['Ascii Homoglpyh', 'Swap Vowel']","{'homographic replacement': 1, '1-step D-L dist': 1, 'homophonic similarity': True}"
mali,hali,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
mali,mall,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1, 'homophonic similarity': True}"
mali,maoli,['Double hit character'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
mali,lali,['Bit Flips'],{'1-step D-L dist': 1}
mali,mail,['Letters Swapped'],{'1-step D-L dist': 1}
mali,muli,['Swap Vowel'],"{'1-step D-L dist': 1, 'homophonic similarity': True}"
mali,malo,"['Close Letters on QWERTY Keyboard', 'Swap Vowel']","{'1-step D-L dist': 1, 'homophonic similarity': True}"
mamacro,maacro,['Character Removed'],{'1-step D-L dist': 1}
mammoth,mammothjs,['Suffix Added'],"{'1-step D-L dist': 2, 'prefix/ suffix augmentation': 1}"
manakin,manikin,['Swap Vowel'],"{'1-step D-L dist': 1, 'homophonic similarity': True}"
manakin,anakin,['Character Removed'],"{'1-step D-L dist': 1, 'simplification': 1}"
map-cache,mip-cache,['Swap Vowel'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
map-cache,mapcache,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
map-cache,map-cache2,['Suffix Added'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
map-canvas,mp-canvas,['Character Removed'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
map-config,mwp-config,['Close Letters on QWERTY Keyboard'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
map-obj,mapobj,"['Character Removed', 'Separator Removed']","{'1-step D-L dist': 1, 'delimiter modification': 1}"
map-reverse,kap-reverse,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
map-stream,mmap-stream,['Letter Duplicated'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
map-stream,map-stream2,['Suffix Added'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
map-stream,mag-stream,['Ascii Homoglpyh'],"{'homographic replacement': 1, '1-step D-L dist': 1}"
map-values,map-value,['Character Removed'],"{'1-step D-L dist': 1, 'grammatical substitution': True}"
mapbox,mapbox.js,['Suffix Added'],{'prefix/ suffix augmentation': 1}
mapcap,mapdap,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
mariadb,mariadb2,['Suffix Added'],{'1-step D-L dist': 1}
mariadb,mariodb,"['Ascii Homoglpyh', 'Swap Vowel']","{'homographic replacement': 1, '1-step D-L dist': 1}"
mark.js,mrk.js,['Character Removed'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
mark.js,markkjs,['Close Letters on QWERTY Keyboard'],{'delimiter modification': 1}
mark.js,mark-js,['Separator Changed'],{'delimiter modification': 1}
markdown,barkdown,['Bit Flips'],{'1-step D-L dist': 1}
markdown,xmarkdown,"['Prefix Added', 'Prefix Added']",{'1-step D-L dist': 1}
markdown,markdownx,['Suffix Added'],{'1-step D-L dist': 1}
markdown,mmarkdown,['Letter Duplicated'],"{'1-step D-L dist': 1, 'homophonic similarity': True}"
markdown,markdowns,['Suffix Added'],"{'1-step D-L dist': 1, 'grammatical substitution': True}"
markdown,morkdown,"['Ascii Homoglpyh', 'Swap Vowel']","{'1-step D-L dist': 1, 'homophonic similarity': True, 'homographic replacement': 1}"
markdown,markdown5,['Suffix Added'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
markdown,mrkdown,['Character Removed'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
markdown,markdown2,['Suffix Added'],"{'1-step D-L dist': 1, 'homophonic similarity': True}"
markdown-contents,markdown-content,['Character Removed'],"{'1-step D-L dist': 1, 'grammatical substitution': True}"
markdown-escapes,markdown-escape,['Character Removed'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
markdown-it,markdown-kit,"['After Separator', 'Double hit character']",{'1-step D-L dist': 1}
markdown-it-katex,markdown-it-katexx,"['Letter Duplicated', 'Letter Duplicated and Replaced', 'Suffix Added']","{'1-step D-L dist': 1, 'homophonic similarity': True}"
markdown-it-katex,markdown-it-latex,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
markdown-it-task-lists,markdown-it-task-list,['Character Removed'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
markdown-link,markdown-links,['Suffix Added'],"{'1-step D-L dist': 1, 'grammatical substitution': True}"
markdown-loader,markdownloader,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
markdown-table,markdown-tables,['Suffix Added'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
markdownlint-cli,markdownlint-cli2,['Suffix Added'],"{'1-step D-L dist': 1, 'homophonic similarity': True}"
marked,marker,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
marked,marked3,['Suffix Added'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
marked,markedx,['Suffix Added'],{'1-step D-L dist': 1}
marked,marked4,['Suffix Added'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
marked,marked2,['Suffix Added'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
marked,markee,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
marker-clusterer-plus,markerclustererplus,['Separator Removed'],{'delimiter modification': 1}
marksy,marks,['Character Removed'],{'1-step D-L dist': 1}
marksy,markey,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
marky,larky,['Bit Flips'],{'1-step D-L dist': 1}
marky,mark,['Character Removed'],{'1-step D-L dist': 1}
marky,marko,['Swap Vowel'],{'1-step D-L dist': 1}
marky,marki,['Swap Vowel'],{'1-step D-L dist': 1}
marky,markt,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
marky,markg,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
marky,mary,['Character Removed'],{'1-step D-L dist': 1}
marky,markyjs,['Suffix Added'],"{'1-step D-L dist': 2, 'prefix/ suffix augmentation': 1}"
marky,marka,['Swap Vowel'],{'1-step D-L dist': 1}
marky,murky,['Swap Vowel'],{'1-step D-L dist': 1}
marky,marly,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
marky,arky,['Character Removed'],{'1-step D-L dist': 1}
marky,maky,['Character Removed'],{'1-step D-L dist': 1}
marky,marry,['Letter Duplicated and Replaced'],{'1-step D-L dist': 1}
marshal,marsha,['Character Removed'],{'1-step D-L dist': 1}
marshal,marshall,"['Letter Duplicated', 'Letter Duplicated and Replaced']","{'homophonic similarity': True, '1-step D-L dist': 1}"
mask-json,ask-json,['Character Removed'],"{'simplification': 1, '1-step D-L dist': 1}"
masonry-layout,masonry-layouts,['Suffix Added'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
masonry-layout,masory-layout,['Character Removed'],{'1-step D-L dist': 1}
match-at,match-it,['Swap Vowel'],{'1-step D-L dist': 1}
match-file,match-files,['Suffix Added'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
match-media,matchmedia,"['Character Removed', 'Separator Removed']","{'1-step D-L dist': 1, 'delimiter modification': 1}"
match-stream,batch-stream,['Bit Flips'],{'1-step D-L dist': 1}
matched,matches,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
matched,matchex,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
matched,batched,['Bit Flips'],{'1-step D-L dist': 1}
matcher,batcher,['Bit Flips'],{'1-step D-L dist': 1}
matcher,mwatcher,['Double hit character'],{'1-step D-L dist': 1}
matcher,xmatcher,"['Prefix Added', 'Prefix Added']",{'1-step D-L dist': 1}
matcher,matchr,['Character Removed'],"{'1-step D-L dist': 1, 'homophonic similarity': True}"
matcher,matcherjs,['Suffix Added'],"{'1-step D-L dist': 2, 'prefix/ suffix augmentation': 1}"
matcher,matchers,['Suffix Added'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
matcher,marcher,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
matches-selector,matches-selector-ng,['Suffix Added'],{'prefix/ suffix augmentation': 1}
material-colors,material-color,['Character Removed'],"{'1-step D-L dist': 1, 'grammatical substitution': True}"
material-icons,material-icon,['Character Removed'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
materialize-css,materializecss,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
mathjs,maths,['Character Removed'],{'1-step D-L dist': 1}
matroska,matrioska,['Double hit character'],{'1-step D-L dist': 1}
maxmin,madmin,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
maxmind,maxmind2,['Suffix Added'],"{'prefix/ suffix augmentation': 1, '1-step D-L dist': 1}"
md5,d5,['Character Removed'],{'simplification': 1}
md5,md,['Character Removed'],{'simplification': 1}
md5,md5js,['Suffix Added'],{'prefix/ suffix augmentation': 1}
md5-file,md5-filex,['Suffix Added'],{'1-step D-L dist': 1}
md5.js,md5js,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
md5.js,md5-js,['Separator Changed'],{'delimiter modification': 1}
md5.js,md.js,['Character Removed'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
mdi-react,di-react,['Character Removed'],{'1-step D-L dist': 1}
mdi-react,mdl-react,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']","{'1-step D-L dist': 1, 'homographic replacement': 1}"
mdi-react,mdi-preact,['After Separator'],{'1-step D-L dist': 1}
mdurl,murl,['Character Removed'],{'1-step D-L dist': 1}
mdurl,durl,['Character Removed'],"{'1-step D-L dist': 1, 'simplification': 1}"
meant,eant,['Character Removed'],{'1-step D-L dist': 1}
meant,meat,['Character Removed'],{'1-step D-L dist': 1}
meant,myant,['Swap Vowel'],{'1-step D-L dist': 1}
meant,reant,"['Bit Flips', 'Bit Flips']",{'1-step D-L dist': 1}
meant,ment,['Character Removed'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
meant,meants,['Suffix Added'],"{'1-step D-L dist': 1, 'grammatical substitution': True}"
meant,mean,['Character Removed'],{'1-step D-L dist': 1}
meant,mmant,['Letter Duplicated and Replaced'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
meant,mant,['Character Removed'],"{'1-step D-L dist': 1, 'homophonic similarity': True}"
meant,meany,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
meddleware,middleware,['Swap Vowel'],{'1-step D-L dist': 1}
meddleware,muddleware,['Swap Vowel'],{'1-step D-L dist': 1}
media-typer,media-type,['Character Removed'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
medium-editor,meduim-editor,['Letters Swapped'],{'1-step D-L dist': 1}
mem,mem.js,['Suffix Added'],{'prefix/ suffix augmentation': 1}
mem,em,['Character Removed'],{'simplification': 1}
mem,men,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']",{'homographic replacement': 1}
mem,me,['Character Removed'],{'simplification': 1}
mem,mem2,['Suffix Added'],{'prefix/ suffix augmentation': 1}
mem,nem,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']",{'homographic replacement': 1}
mem,mom,"['Ascii Homoglpyh', 'Swap Vowel']",{'homographic replacement': 1}
mem,mems,['Suffix Added'],"{'grammatical substitution': True, 'prefix/ suffix augmentation': 1}"
mem,xmem,"['Prefix Added', 'Prefix Added']",{'prefix/ suffix augmentation': 1}
mem-fs,mem-ts,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1, 'asemantic substitution': 1}"
memcached,memcacher,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
memcached,memcachedjs,['Suffix Added'],"{'1-step D-L dist': 2, 'prefix/ suffix augmentation': 1}"
memcached,xmemcached,"['Prefix Added', 'Prefix Added']",{'1-step D-L dist': 1}
memcached,memcache,['Character Removed'],{'1-step D-L dist': 1}
memdown,mehdown,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
memfs,mems,['Character Removed'],{'1-step D-L dist': 1}
memfs,memes,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
memize,memoize,['Double hit character'],{'1-step D-L dist': 1}
memjs,mems,['Character Removed'],{'1-step D-L dist': 1}
memjs,jemjs,"['Bit Flips', 'Close Letters on QWERTY Keyboard']",{'1-step D-L dist': 1}
memjs,mmjs,['Character Removed'],{'1-step D-L dist': 1}
memjs,lemjs,['Bit Flips'],{'1-step D-L dist': 1}
memjs,remjs,"['Bit Flips', 'Bit Flips']",{'1-step D-L dist': 1}
memjs,memis,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
memjs,menjs,"['Ascii Homoglpyh', 'Close Letters on QWERTY Keyboard']","{'homographic replacement': 1, '1-step D-L dist': 1}"
memjs,mejs,['Character Removed'],{'1-step D-L dist': 1}
memjs,bemjs,['Bit Flips'],{'1-step D-L dist': 1}
memoizeasync,memoizesync,['Character Removed'],{'1-step D-L dist': 1}
memoizee,memoized,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
memoizee,memoize,"['Character Removed', 'Character Removed']",{'1-step D-L dist': 1}
memoizee,memoizer,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
memory-cache,memorycache,"['Character Removed', 'Separator Removed']",{'delimiter modification': 1}
memory-cache,memory-cache2,['Suffix Added'],"{'1-step D-L dist': 1, 'homophonic similarity': True}"
memorystore,memorystore.js,['Suffix Added'],{'prefix/ suffix augmentation': 1}
mensch,mesch,['Character Removed'],{'1-step D-L dist': 1}
meow,melow,['Double hit character'],{'1-step D-L dist': 1}
meow,meow.js,['Suffix Added'],{'prefix/ suffix augmentation': 1}
meow,myow,['Swap Vowel'],{'1-step D-L dist': 1}
meow,beow,['Bit Flips'],{'1-step D-L dist': 1}
meow,meows,['Suffix Added'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
meow,moew,['Letters Swapped'],{'1-step D-L dist': 1}
meow,meos,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
meow,meeow,['Letter Duplicated'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
meow,mewo,['Letters Swapped'],{'1-step D-L dist': 1}
meow,neow,"['Ascii Homoglpyh', 'Bit Flips', 'Close Letters on QWERTY Keyboard']","{'1-step D-L dist': 1, 'homographic replacement': 1}"
merge,mere,['Character Removed'],{'1-step D-L dist': 1}
merge,merge3,['Suffix Added'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
merge,mergee,"['Letter Duplicated', 'Letter Duplicated and Replaced']","{'homophonic similarity': True, '1-step D-L dist': 1}"
merge,menge,['Ascii Homoglpyh'],"{'homographic replacement': 1, '1-step D-L dist': 1}"
merge,mergy,['Swap Vowel'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
merge,murge,['Swap Vowel'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
merge,merg,['Character Removed'],{'1-step D-L dist': 1}
merge,mmerge,['Letter Duplicated'],"{'1-step D-L dist': 1, 'homophonic similarity': True}"
merge,marge,"['Ascii Homoglpyh', 'Swap Vowel']","{'homophonic similarity': True, 'homographic replacement': 1, '1-step D-L dist': 1}"
merge,xmerge,"['Prefix Added', 'Prefix Added']",{'1-step D-L dist': 1}
merge,merge.js,['Suffix Added'],{'prefix/ suffix augmentation': 1}
merge-deep,merge-deep2,['Suffix Added'],"{'1-step D-L dist': 1, 'homophonic similarity': True}"
merge-files,merge-file,['Character Removed'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
merge-images,merge-image,['Character Removed'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
merge-images,merge-images2,['Suffix Added'],"{'homophonic similarity': True, '1-step D-L dist': 1}"
merge-jsons-webpack-plugin,merge-json-webpack-plugin,['Character Removed'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
merge-package.json,merge-package-json,['Separator Changed'],{'delimiter modification': 1}
merge-trees,merge-tree,['Character Removed'],"{'1-step D-L dist': 1, 'grammatical substitution': True}"
merge-value,merge-values,['Suffix Added'],"{'grammatical substitution': True, '1-step D-L dist': 1}"
merge2,mergee,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
merge2,merge3,['Close Letters on QWERTY Keyboard'],{'1-step D-L dist': 1}
meros,meos,['Character Removed'],{'1-step D-L dist': 1}
meros,meross,"['Letter Duplicated', 'Letter Duplicated and Replaced', 'Suffix Added']","{'1-step D-L dist': 1, 'homophonic similarity': True}"
meros,moros,"['Ascii Homoglpyh', 'Swap Vowel']","{'homophonic similarity': True, 'homographic replacement': 1, '1-step D-L dist': 1}"
